CNPJ_Fundo;Data_Referencia;Versao;Nome_Ativo;Objetivos;Montante_Investido;Origem_Recursos
36.771.692/0001-19;2023-06-01;1;PVBI11;Valorização por ganho de capital e renda;9368790.5;via captação de recursos via emissão de cotas
36.771.692/0001-19;2023-06-01;1;RPRI11;Valorização por ganho de capital e renda;44100;via captação de recursos via emissão de cotas
36.771.692/0001-19;2023-06-01;1;TEPP11;Valorização por ganho de capital e renda;4382254.5;via captação de recursos via emissão de cotas
36.771.692/0001-19;2023-06-01;1;TRXF11;Valorização por ganho de capital e renda;13369.29;via captação de recursos via emissão de cotas
36.771.692/0001-19;2023-06-01;1;XPCI11;Valorização por ganho de capital e renda;2024528;via captação de recursos via emissão de cotas
36.771.692/0001-19;2023-06-01;1;COMPANHIA PROVINCIA DE SECURITIZACAO;Ganho de capital e recebimento de juros;10014414.21;Oferta pública
36.771.692/0001-19;2023-06-01;1;COMPANHIA PROVINCIA DE SECURITIZACAO;Ganho de capital e recebimento de juros;10749149.5;Oferta pública
36.771.692/0001-19;2023-06-01;1;COMPANHIA PROVINCIA DE SECURITIZACAO;Ganho de capital e recebimento de juros;3228799.78;Oferta pública
36.771.692/0001-19;2023-06-01;1;COMPANHIA PROVINCIA DE SECURITIZACAO;Ganho de capital e recebimento de juros;2261254.77;Oferta pública
36.771.692/0001-19;2023-06-01;1;TRUE SECURITIZADORA S/A;Ganho de capital e recebimento de juros;4949999.76;Oferta pública
36.771.692/0001-19;2023-06-01;1;HABITASEC SECURITIZADORA S/A;Ganho de capital e recebimento de juros;13583630.46;Oferta pública
36.771.692/0001-19;2023-06-01;1;VIRGO COMPANHIA DE SECURITIZACAO;Ganho de capital e recebimento de juros;20012504.36;Oferta pública
36.771.692/0001-19;2023-06-01;1;HABITASEC SECURITIZADORA S/A;Ganho de capital e recebimento de juros;5003126.05;Oferta pública
36.771.692/0001-19;2023-06-01;1;COMPANHIA PROVINCIA DE SECURITIZACAO;Ganho de capital e recebimento de juros;17982178.9;Oferta pública
36.771.692/0001-19;2023-06-01;1;HABITASEC SECURITIZADORA S/A;Ganho de capital e recebimento de juros;15238050.11;Oferta pública
36.771.692/0001-19;2023-06-01;1;VIRGO COMPANHIA DE SECURITIZACAO;Ganho de capital e recebimento de juros;5206693.2;Oferta pública
36.771.692/0001-19;2023-06-01;1;COMPANHIA PROVINCIA DE SECURITIZACAO;Ganho de capital e recebimento de juros;12602913.38;Oferta pública
36.771.692/0001-19;2023-06-01;1;HABITASEC SECURITIZADORA S/A;Ganho de capital e recebimento de juros;21581212.49;Oferta pública
36.771.692/0001-19;2023-06-01;1;TRUE SECURITIZADORA S/A;Ganho de capital e recebimento de juros;20800928.4;Oferta pública
36.771.692/0001-19;2023-06-01;1;TRUE SECURITIZADORA S/A;Ganho de capital e recebimento de juros;9758683.82;Oferta pública
36.771.692/0001-19;2023-06-01;1;COMPANHIA PROVINCIA DE SECURITIZACAO;Ganho de capital e recebimento de juros;11866196.26;Oferta pública
36.771.692/0001-19;2023-06-01;1;COMPANHIA PROVINCIA DE SECURITIZACAO;Ganho de capital e recebimento de juros;1029001.25;Oferta pública
37.037.297/0001-70;2023-06-01;1;VIRGOSEC - 340340-CRA;Renda;2081366.53479546;Recurso de Caixa
37.037.297/0001-70;2023-06-01;1;ECOAGRO - 340338-CRA;Renda;874719.04802814;Recurso de Caixa
37.037.297/0001-70;2023-06-01;1;OPEASEC - 340339-CRA;Renda;3381041.28629328;Recurso de Caixa
37.037.297/0001-70;2023-06-01;1;TRUESEC - 340463-CRA;Renda;15946127.5944195;Recurso de Caixa
37.037.297/0001-70;2023-06-01;1;VIRGOSEC - 342175-22B;Renda;13311200.7321451;Recurso de Caixa
37.037.297/0001-70;2023-06-01;1;REIT - 346361-CRA;Renda;6503286.40771072;Recurso de Caixa
37.037.297/0001-70;2023-06-01;1;ECOAGRO - 344861-CRA;Renda;1615000;Recurso de Caixa
37.037.297/0001-70;2023-06-01;1;VIRGOSEC - 344863-CRA;Renda;16482750.738698;Recurso de Caixa
37.037.297/0001-70;2023-06-01;1;OPEASEC - 346408-CRA;Renda;2000000;Recurso de Caixa
37.037.297/0001-70;2023-06-01;1;OPEASEC - 348863-CRA;Renda;10000000;Recurso de Caixa
37.037.297/0001-70;2023-06-01;1;TRUESEC - 358892-CRA;Renda;4910000;Recurso de Caixa
37.037.297/0001-70;2023-06-01;1;ECOAGRO - 360792-CRA;Renda;8000000;Recurso de Caixa
37.037.297/0001-70;2023-06-01;1;FIAGRO BTAG CI;Renda;627689.7228;Recurso de Caixa
37.950.819/0001-20;2023-06-01;1;CONTE CAPITAL SPE;Beneficios Futuros;40000000;Recursos próprios / emissão de cotas
38.051.307/0001-94;2023-06-01;1;TRAVESSIA SECURITIZADORA S.A;Ganho de capital e recebimento de juros;499999.93;Oferta Pública
38.051.307/0001-94;2023-06-01;1;FORTE SECURITIZADORA S.A.;Ganho de capital e recebimento de juros;731431.3;Oferta Pública
38.051.307/0001-94;2023-06-01;1;BARI SECURITIZADORA S.A.;Ganho de capital e recebimento de juros;24635.64;Oferta Pública
38.051.307/0001-94;2023-06-01;1;TRUE SECURITIZADORA S.A;Ganho de capital e recebimento de juros;521668.65;Oferta Pública
38.051.307/0001-94;2023-06-01;1;BARI SECURITIZADORA S.A.;Ganho de capital e recebimento de juros;525185.46;Oferta Pública
38.051.307/0001-94;2023-06-01;1;TRUE SECURITIZADORA S.A;Ganho de capital e recebimento de juros;367479.64;Oferta Pública
38.051.307/0001-94;2023-06-01;1;FORTE SECURITIZADORA S.A.;Ganho de capital e recebimento de juros;39451.82;Oferta Pública
38.051.307/0001-94;2023-06-01;1;FORTE SECURITIZADORA S.A.;Ganho de capital e recebimento de juros;430152.14;Oferta Pública
38.293.897/0001-61;2023-06-01;1;CRI 21D0779652;Lucro na Venda;4863971.72;Capital
38.293.897/0001-61;2023-06-01;1;CRI 21H0891311;Lucro na Venda;15792733.06;Capital
38.293.897/0001-61;2023-06-01;1;CRI 22I0098043;Lucro na Venda;4823230.84;Capital
38.293.897/0001-61;2023-06-01;1;CRI 22I2046002;Lucro na Venda;4423017.87;Capital
38.293.897/0001-61;2023-06-01;1;CRI 22I2046003;Lucro na Venda;2389000.00;Capital
38.293.897/0001-61;2023-06-01;1;CRI 23C2831601;Lucro na Venda;4911739.34;Capital
38.293.897/0001-61;2023-06-01;1;CRI 23D1557666;Lucro na Venda;4999866.59;Capital
38.293.897/0001-61;2023-06-01;1;CRI 23F1568486;Lucro na Venda;7136059.51;Capital
38.456.508/0001-71;2023-06-01;1;20K0713315;Auferir rentabilidade;826913.13169872;Caixa
38.456.508/0001-71;2023-06-01;1;18L1367003;Auferir rentabilidade;13865475.51268;Caixa
38.456.508/0001-71;2023-06-01;1;22D0059915;Auferir rentabilidade;4896324.4354312;Caixa
38.456.508/0001-71;2023-06-01;1;21C0834078;Auferir rentabilidade;994958.84477;Caixa
38.456.508/0001-71;2023-06-01;1;21C0834079;Auferir rentabilidade;433459.692645;Caixa
38.456.508/0001-71;2023-06-01;1;22L1668403;Auferir rentabilidade;8210753.78286568;Caixa
38.456.508/0001-71;2023-06-01;1;23E1202404;Auferir rentabilidade;1867684.0714675;Caixa
39.332.032/0001-20;2023-06-01;2;CRI_21G0708865 - VIRGOSEC;Benefícios futuros;220054.72;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_21G0708865 - VIRGOSEC;Benefícios futuros;3415651.16;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_21G0708865 - VIRGOSEC;Benefícios futuros;400776.73;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_21G0708865 - VIRGOSEC;Benefícios futuros;1519943.73;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_21G0708865 - VIRGOSEC;Benefícios futuros;1516656.57;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_21G0708865 - VIRGOSEC;Benefícios futuros;1002071.61;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_21G0708865 - VIRGOSEC;Benefícios futuros;1009704.76;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_21G0708865 - VIRGOSEC;Benefícios futuros;2485644.78;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1203611_DU2 - CANAL CIA SEC;Benefícios futuros;10810000;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1379218 - PLAYBANCO SEC;Benefícios futuros;12690000;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1379218 - PLAYBANCO SEC;Benefícios futuros;2166440.65;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1379218 - PLAYBANCO SEC;Benefícios futuros;1221822.16;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1379218 - PLAYBANCO SEC;Benefícios futuros;7048.63;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1379218 - PLAYBANCO SEC;Benefícios futuros;1026108.97;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1379218 - PLAYBANCO SEC;Benefícios futuros;1041599.16;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1381567 - PLAYBANCO SEC;Benefícios futuros;8930000;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1381567 - PLAYBANCO SEC;Benefícios futuros;659351.5;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1381567 - PLAYBANCO SEC;Benefícios futuros;1598927.76;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1381567 - PLAYBANCO SEC;Benefícios futuros;9062.52;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1381567 - PLAYBANCO SEC;Benefícios futuros;1026108.97;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1381567 - PLAYBANCO SEC;Benefícios futuros;1034563.94;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1381567 - PLAYBANCO SEC;Benefícios futuros;1562398.74;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1381764 - PLAYBANCO SEC;Benefícios futuros;7050000;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1381764 - PLAYBANCO SEC;Benefícios futuros;188386.14;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1381764 - PLAYBANCO SEC;Benefícios futuros;940249.97;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1381764 - PLAYBANCO SEC;Benefícios futuros;5034.73;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1381764 - PLAYBANCO SEC;Benefícios futuros;1026108.97;Recursos próprios
39.332.032/0001-20;2023-06-01;2;CRI_22J1381764 - PLAYBANCO SEC;Benefícios futuros;1041599.16;Recursos próprios
39.591.218/0001-01;2023-06-01;1;Terreno - Matr. 34.192;Ganho de capital;13000;Oferta pública
40.011.225/0001-68;2023-06-01;1;BRIO MULTIESTRATEGIA - FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;7.53;Capital
40.011.225/0001-68;2023-06-01;1;FII MOGNO FUNDO DE FUNDOS;Lucro na Venda;55.99;Capital
40.011.225/0001-68;2023-06-01;1;HSI ATIVOS FINANCEIROS FUNDOS INVESTIMENTOS IMOLIARIOS;Lucro na Venda;78.21;Capital
40.011.225/0001-68;2023-06-01;1;QUASAR CREDITO IMOBILIARIO FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;82.1;Capital
40.011.225/0001-68;2023-06-01;1;RIO BRAVO CRED FII;Lucro na Venda;83.75;Capital
40.011.225/0001-68;2023-06-01;1;RBR CRI - FII;Lucro na Venda;90.00;Capital
40.011.225/0001-68;2023-06-01;1;RB CRED IMOB HY FII;Lucro na Venda;94.17;Capital
40.011.225/0001-68;2023-06-01;1;JPP ALLOC MOGNO FII;Lucro na Venda;1059.42;Capital
40.011.225/0001-68;2023-06-01;1;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;6054.7;Capital
40.011.225/0001-68;2023-06-01;1;FII OURINVEST FOF;Lucro na Venda;6579.54;Capital
40.011.225/0001-68;2023-06-01;1;IGUATEMI S.A.;Lucro na Venda;52613.00;Capital
40.011.225/0001-68;2023-06-01;1;ALIANSCE SONAE SHOPPING CENTERS S.A;Lucro na Venda;88611.15;Capital
40.011.225/0001-68;2023-06-01;1;MERITO FUNDOS E ACOES IMOBILIARIAS FII - FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;267653.39;Capital
40.011.225/0001-68;2023-06-01;1;SEQUOIA III RI FII;Lucro na Venda;270700.65;Capital
40.011.225/0001-68;2023-06-01;1;CAIXA RIO BRAVO FUNDO DE FDO INV IMOB FII;Lucro na Venda;284139.34;Capital
40.011.225/0001-68;2023-06-01;1;CRI INTEGRAL BREI FII;Lucro na Venda;445632.00;Capital
40.011.225/0001-68;2023-06-01;1;BRM FII;Lucro na Venda;1067876.26;Capital
40.011.225/0001-68;2023-06-01;1;CF3  FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;1125000.00;Capital
40.011.225/0001-68;2023-06-01;1;MOGNO CRI MULTIESTRATÉGIA FII;Lucro na Venda;2300934.09;Capital
40.011.225/0001-68;2023-06-01;1;FII GALAPAGOS FOF;Lucro na Venda;2322384.79;Capital
40.011.225/0001-68;2023-06-01;1;VALORA CRI CDI FII;Lucro na Venda;2906464.04;Capital
40.011.225/0001-68;2023-06-01;1;KINEA REND IMOB FII;Lucro na Venda;2981378.18;Capital
40.011.225/0001-68;2023-06-01;1;APEX MALLS FII;Lucro na Venda;3000000.00;Capital
40.011.225/0001-68;2023-06-01;1;VBI LOGISTICO FI IMOBILIARIO;Lucro na Venda;4478588.11;Capital
40.011.225/0001-68;2023-06-01;1;RB CAPITAL RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;Lucro na Venda;5135008.88;Capital
40.011.225/0001-68;2023-06-01;1;KINEA INDICES FII;Lucro na Venda;5198738.46;Capital
40.011.225/0001-68;2023-06-01;1;FUNDO DE INVESTIMENTO IMOBILIARIO RB CAPITAL I FUNDO DE FUNDOS;Lucro na Venda;6447797.98;Capital
40.011.225/0001-68;2023-06-01;1;FII TG ATIVO REAL;Lucro na Venda;10001714.00;Capital
40.011.234/0001-59;2023-06-01;1;Imovel Vila Mascote;Renda;28855866.44;Capital
40.011.234/0001-59;2023-06-01;1;Aura Campo Belo - TZI Desenvolvimento Imobiliário Ltda;Renda;5945000.00;Capital
40.011.251/0001-96;2023-06-01;1;CRI 22C1067388;Lucro na Venda;2500000.00;Capital
40.011.251/0001-96;2023-06-01;1;CRI 22C1067389;Lucro na Venda;530000.00;Capital
40.011.251/0001-96;2023-06-01;1;CRI 22G1165919;Lucro na Venda;9112364.59;Capital
40.011.251/0001-96;2023-06-01;1;CRI 22I0879235;Lucro na Venda;9089302.80;Capital
40.011.251/0001-96;2023-06-01;1;CRI 22J1410467;Lucro na Venda;5556282.41;Capital
40.011.251/0001-96;2023-06-01;1;CRI 23E2470806;Lucro na Venda;500000.00;Capital
40.011.268/0001-43;2023-06-01;1;FATOR VERITA FII;Lucro na Venda;14999979.72;Capital
40.011.268/0001-43;2023-06-01;1;CRI 22B0939885;Lucro na Venda;21494838.07;Capital
40.011.268/0001-43;2023-06-01;1;CRI 22G0747620;Lucro na Venda;13000355.31;Capital
40.011.268/0001-43;2023-06-01;1;CRI 22G1234007;Lucro na Venda;28834133.38;Capital
40.011.268/0001-43;2023-06-01;1;CRI 22G1234008;Lucro na Venda;29923947.87;Capital
40.011.268/0001-43;2023-06-01;1;CRI 23E1991802;Lucro na Venda;8603043.88;Capital
40.011.268/0001-43;2023-06-01;1;LFT 01/03/2025;Lucro na Venda;2561557.58;Capital
40.011.268/0001-43;2023-06-01;1;LFT 01/03/2026;Lucro na Venda;906374.11;Capital
40.011.268/0001-43;2023-06-01;1;LFT 01/03/2027;Lucro na Venda;2220938.03;Capital
40.011.268/0001-43;2023-06-01;1;LFT 01/09/2024;Lucro na Venda;74919.53;Capital
40.011.268/0001-43;2023-06-01;1;LFT 01/09/2026;Lucro na Venda;12408.65;Capital
40.041.603/0001-56;2023-06-01;1;MIRAE ASSET CCTVM - HGLG11;Benefícios futuros;3297.32;Recursos próprios / emissão de cotas
40.041.603/0001-56;2023-06-01;1;MIRAE ASSET CCTVM - GGRC11;Benefícios futuros;4798.52;Recursos próprios / emissão de cotas
40.041.603/0001-56;2023-06-01;1;MIRAE ASSET CCTVM - RZAK11;Benefícios futuros;3046.39;Recursos próprios / emissão de cotas
40.041.603/0001-56;2023-06-01;1;MIRAE ASSET CCTVM - TGAR11;Benefícios futuros;6293.28;Recursos próprios / emissão de cotas
40.041.603/0001-56;2023-06-01;1;MIRAE ASSET CCTVM - JPPA11;Benefícios futuros;5343.82;Recursos próprios / emissão de cotas
40.041.603/0001-56;2023-06-01;1;MIRAE ASSET CCTVM - SNCI11;Benefícios futuros;5025.67;Recursos próprios / emissão de cotas
40.041.603/0001-56;2023-06-01;1;MIRAE ASSET CCTVM - LFTT11;Benefícios futuros;195788.19;Recursos próprios / emissão de cotas
40.041.603/0001-56;2023-06-01;1;MIRAE ASSET CCTVM - IRDM11;Benefícios futuros;5745.98;Recursos próprios / emissão de cotas
40.041.603/0001-56;2023-06-01;1;MIRAE ASSET CCTVM - LFTT11;Benefícios futuros;969154.73;Recursos próprios / emissão de cotas
40.041.603/0001-56;2023-06-01;1;CRI_19E0281174;Benefícios futuros;3428919.46;Recursos próprios / emissão de cotas
40.041.603/0001-56;2023-06-01;1;CRI_19I0739560;Benefícios futuros;3501091.52;Recursos próprios / emissão de cotas
40.041.603/0001-56;2023-06-01;1;CRI_19I0739560;Benefícios futuros;937633.36;Recursos próprios / emissão de cotas
40.041.603/0001-56;2023-06-01;1;CRI_21H0926710;Benefícios futuros;8999955.29;Recursos próprios / emissão de cotas
40.041.603/0001-56;2023-06-01;1;CRI_22E1314836;Benefícios futuros;4000157.9;Recursos próprios / emissão de cotas
40.041.603/0001-56;2023-06-01;1;CRI_22F0236430;Benefícios futuros;5500000;Recursos próprios / emissão de cotas
40.041.603/0001-56;2023-06-01;1;CRI_22K0853205;Benefícios futuros;3824935.06;Recursos próprios / emissão de cotas
40.041.603/0001-56;2023-06-01;1;CRI_22K1321023_DU2;Benefícios futuros;1500000;Recursos próprios / emissão de cotas
40.041.603/0001-56;2023-06-01;1;CRI_22K1321023_DU2;Benefícios futuros;2333802.12;Recursos próprios / emissão de cotas
40.041.603/0001-56;2023-06-01;1;CRI_22L1125928;Benefícios futuros;3977554.43;Recursos próprios / emissão de cotas
40.189.596/0001-34;2023-06-01;1;AG URUGUAIANA, RS;RENDA;R$ 4.747.792,38;Ofertas públicas
40.343.867/0001-64;2023-06-01;1;CRA0230040I;Lucro na Venda;2289802.28;Capital
40.343.867/0001-64;2023-06-01;1;CRA02300461;Lucro na Venda;3187038.16;Capital
40.413.979/0001-44;2023-06-01;1;CRA023004XU;Apreciação de capital conforme políticas de investimento;4400000;Aporte de cotistas
40.413.979/0001-44;2023-06-01;1;CRA023004XT;Apreciação de capital conforme políticas de investimento;17600000;Aporte de cotistas
40.413.979/0001-44;2023-06-01;1;CRA023003PE;Apreciação de capital conforme políticas de investimento;8000000;Aporte de cotistas
40.413.979/0001-44;2023-06-01;1;CRA023003PD;Apreciação de capital conforme políticas de investimento;32000000;Aporte de cotistas
40.413.979/0001-44;2023-06-01;1;CRA02100472;Apreciação de capital conforme políticas de investimento;24186367.32;Aporte de cotistas
40.413.979/0001-44;2023-06-01;1;CRA0210046Y;Apreciação de capital conforme políticas de investimento;24170789.95;Aporte de cotistas
40.413.979/0001-44;2023-06-01;1;CRA02100475;Apreciação de capital conforme políticas de investimento;27180604.59;Aporte de cotistas
40.413.979/0001-44;2023-06-01;1;CRA02100476;Apreciação de capital conforme políticas de investimento;27192126.2;Aporte de cotistas
40.413.979/0001-44;2023-06-01;1;CRA020003PS;Apreciação de capital conforme políticas de investimento;2601620.35;Aporte de cotistas
40.413.979/0001-44;2023-06-01;1;CRA02200ENU;Apreciação de capital conforme políticas de investimento;13000000;Aporte de cotistas
40.413.979/0001-44;2023-06-01;1;CRA02200ENT;Apreciação de capital conforme políticas de investimento;52000000;Aporte de cotistas
40.413.979/0001-44;2023-06-01;1;CRA02200BVT;Apreciação de capital conforme políticas de investimento;28000470.56;Aporte de cotistas
40.413.979/0001-44;2023-06-01;1;CRA02200BVU;Apreciação de capital conforme políticas de investimento;7000294.01;Aporte de cotistas
40.413.979/0001-44;2023-06-01;1;CRA02200BVU;Apreciação de capital conforme políticas de investimento;6600000;Aporte de cotistas
40.413.979/0001-44;2023-06-01;1;CRA02200BVT;Apreciação de capital conforme políticas de investimento;26400000;Aporte de cotistas
40.413.979/0001-44;2023-06-01;1;CRA02200ANE;Apreciação de capital conforme políticas de investimento;12033000;Aporte de cotistas
40.413.979/0001-44;2023-06-01;1;CRA02200AND;Apreciação de capital conforme políticas de investimento;48130000;Aporte de cotistas
40.575.940/0001-23;2023-06-01;2;22L01078760;Gestão de caixa;3207832.18;Caixa
40.575.940/0001-23;2023-06-01;2;23B00293044;Gestão de caixa;5242259.93;Caixa
40.575.940/0001-23;2023-06-01;2;23B00293046;Gestão de caixa;2096398.43;Caixa
40.575.940/0001-23;2023-06-01;2;ALVOAR;Imóvel performado para renda;51068118.77;Caixa e CRI
40.575.940/0001-23;2023-06-01;2;COPOBRAS;Imóvel performado para renda;41641000;Caixa e CRI
40.575.940/0001-23;2023-06-01;2;NISSEI;Imóvel performado para renda;39251000;Caixa e CRI
40.575.940/0001-23;2023-06-01;2;SOUZA CRUZ;Imóvel performado para renda;7546000;Caixa
